Date:,21 Nov 2014
Frequency [MHz],Loss [dB]
1.0,0.0291488800077
12.43,0.456530997094
23.85,0.440866391251
35.28,0.449771638479
46.71,0.532647497007
58.14,0.587625999808
69.56,0.6425657706
80.99,0.674992443441
92.42,0.699960806164
103.84,0.727988175739
115.27,0.749002187214
126.7,0.776912790939
138.13,0.801517287924
149.55,0.819101017564
160.98,0.847957508435
172.41,0.866264442219
183.83,0.894598025697
195.26,0.911627800517
206.69,0.933018748419
218.12,0.954247236729
229.54,0.981351228039
240.97,0.999080005041
252.4,1.01374299046
263.82,1.02368216296
275.25,1.04072947456
286.68,1.06175484475
298.11,1.09187401252
309.53,1.11386111978
320.96,1.14488716957
332.39,1.15956955506
343.81,1.18121335641
355.24,1.20610325225
366.67,1.23994108975
378.1,1.27261924414
389.52,1.31053815249
400.95,1.32849799608
412.38,1.32570898801
423.8,1.36415066265
435.23,1.39626981744
446.66,1.39855871252
458.09,1.40974257086
469.51,1.43312173372
480.94,1.45271255504
492.37,1.47191550233
503.79,1.48809125659
515.22,1.50692718186
526.65,1.52568305287
538.08,1.53580675036
549.5,1.54840204246
560.93,1.52844812524
572.36,1.51717375511
583.78,1.50008155444
595.21,1.47540384833
606.64,1.47301029032
618.07,1.47471355624
629.49,1.45768477512
640.92,1.39374660646
652.35,1.36728039207
663.77,1.41575416028
675.2,1.4639863129
686.63,1.50593325944
698.06,1.5345414467
709.48,1.56062953114
720.91,1.58007517798
732.34,1.60075055426
743.76,1.58533680615
755.19,1.59858494361
766.62,1.63443220216
778.05,1.69756339013
789.47,1.75142802291
800.9,1.77503403449
812.33,1.79116219944
823.75,1.79399120293
835.18,1.79125723859
846.61,1.80726280695
858.04,1.78559671673
869.46,1.76046766482
880.89,1.75908879175
892.32,1.76834801574
903.74,1.79051972074
915.17,1.82280368424
926.6,1.85568927818
938.03,1.87733918273
949.45,1.89383571427
960.88,1.92152487285
972.31,1.94257798115
983.73,1.95587699803
995.16,1.97333090082
1006.59,1.98759664878
1018.02,2.00487376783
1029.44,2.02551523539
1040.87,2.03133084135
1052.3,2.03246539526
1063.72,2.06114907356
1075.15,2.08333111281
1086.58,2.09711037572
1098.01,2.07867565768
1109.43,2.06909695396
1120.86,2.0795118395
1132.29,2.09407892241
1143.71,2.11157174617
1155.14,2.13970731836
1166.57,2.14350407361
1178.0,2.15503579162
1189.42,2.17909051995
1200.85,2.19673947401
1212.28,2.22456112913
1223.7,2.25559904566
1235.13,2.29053317946
1246.56,2.31694377984
1257.99,2.33781877476
1269.41,2.36139208009
1280.84,2.38693847977
1292.27,2.39590171216
1303.69,2.41507220212
1315.12,2.42123611731
1326.55,2.43447387386
1337.98,2.44261781808
1349.4,2.45931202141
1360.83,2.46944593586
1372.26,2.48294034952
1383.68,2.49889750912
1395.11,2.5084631044
1406.54,2.51449429359
1417.97,2.52656631062
1429.39,2.54056287077
1440.82,2.54155115372
1452.25,2.54839074393
1463.67,2.55966118346
1475.1,2.57662626156
1486.53,2.58333596791
1497.96,2.60066684182
1509.38,2.61438734509
1520.81,2.6223556265
1532.24,2.63621954246
1543.66,2.64513581167
1555.09,2.64909692429
1566.52,2.65130790012
1577.95,2.66513243854
1589.37,2.66724133237
1600.8,2.68172274714
1612.23,2.69895842786
1623.65,2.71620676496
1635.08,2.71979166638
1646.51,2.72917399924
1657.94,2.72979840602
1669.36,2.73526239288
1680.79,2.74465765149
1692.22,2.75764315771
1703.64,2.76336977328
1715.07,2.7797384984
1726.5,2.80315372423
1737.93,2.80835214032
1749.35,2.82554135396
1760.78,2.84040599783
1772.21,2.84751126219
1783.63,2.84874658836
1795.06,2.85915321985
1806.49,2.86530318353
1817.92,2.86486704145
1829.34,2.88065038285
1840.77,2.89607093039
1852.2,2.89818823151
1863.62,2.90919332054
1875.05,2.91801500855
1886.48,2.91505227601
1897.91,2.92059303259
1909.33,2.92687975782
1920.76,2.9407664811
1932.19,2.95278696921
1943.61,2.95664798322
1955.04,2.95930660187
1966.47,2.95990534417
1977.9,2.96225011197
1989.32,2.96786018134
2000.75,2.97279503713
2012.18,2.97942825023
2023.6,2.99092341747
2035.03,2.9978095877
2046.46,3.0127251528
2057.89,3.01902103785
2069.31,3.03667568213
2080.74,3.04269967331
2092.17,3.04873138004
2103.59,3.06014142661
2115.02,3.06641142646
2126.45,3.07635606647
2137.88,3.08108886377
2149.3,3.09749534746
2160.73,3.10927489448
2172.16,3.12160895011
2183.58,3.13092615169
2195.01,3.14133952238
2206.44,3.14529142109
2217.87,3.14702513731
2229.29,3.14944816984
2240.72,3.15557637534
2252.15,3.15986096353
2263.57,3.16628851087
2275.0,3.18593158953
2286.43,3.19803286666
2297.86,3.20796949514
2309.28,3.223943944
2320.71,3.22958297206
2332.14,3.23685202564
2343.56,3.24238903647
2354.99,3.24586453428
2366.42,3.25160457749
2377.85,3.25988108784
2389.27,3.27176105019
2400.7,3.28265904232
2412.13,3.2937371371
2423.55,3.30892694531
2434.98,3.31315709575
2446.41,3.32431524393
2457.84,3.33443562276
2469.26,3.33595245801
2480.69,3.35502197228
2492.12,3.3594132409
2503.54,3.3691899958
2514.97,3.37544526038
2526.4,3.38058908132
2537.83,3.38429648548
2549.25,3.38388387662
2560.68,3.38831293295
2572.11,3.39398296899
2583.53,3.4072852123
2594.96,3.41331752418
2606.39,3.4238055706
2617.82,3.43799585583
2629.24,3.45202110681
2640.67,3.45610477364
2652.1,3.47127748957
2663.52,3.48488373705
2674.95,3.48928869098
2686.38,3.48725428965
2697.81,3.48189457106
2709.23,3.48977551605
2720.66,3.48941740676
2732.09,3.50553207083
2743.51,3.51809221098
2754.94,3.52254199743
2766.37,3.53266337999
2777.8,3.53817858418
2789.22,3.54083054805
2800.65,3.55153629274
2812.08,3.55519738194
2823.5,3.55987764475
2834.93,3.55864698255
2846.36,3.57101737049
2857.79,3.58967518463
2869.21,3.59912921508
2880.64,3.61044884297
2892.07,3.62352286089
2903.49,3.63362829426
2914.92,3.63841315901
2926.35,3.643835465
2937.78,3.64731624128
2949.2,3.6563891529
2960.63,3.66860289253
2972.06,3.68718121853
2983.48,3.69417405948
2994.91,3.70181799823
3006.34,3.71778932846
3017.77,3.72345127381
3029.19,3.72781360006
3040.62,3.72379233316
3052.05,3.74179085318
3063.47,3.74445509847
3074.9,3.74790938746
3086.33,3.75667468249
3097.76,3.77072831017
3109.18,3.77544630006
3120.61,3.78666268491
3132.04,3.80320916902
3143.46,3.80279051344
3154.89,3.81208142134
3166.32,3.82413841743
3177.75,3.84120650828
3189.17,3.85010806651
3200.6,3.87340073563
3212.03,3.89265430787
3223.45,3.90190666603
3234.88,3.91338493055
3246.31,3.9223078608
3257.74,3.92584377099
3269.16,3.92420550662
3280.59,3.93314566936
3292.02,3.94017164437
3303.44,3.93258220198
3314.87,3.93964715577
3326.3,3.95996490219
3337.73,3.94220377093
3349.15,3.94247448448
3360.58,3.95535492612
3372.01,3.94520100187
3383.43,3.93868579153
3394.86,3.94275000528
3406.29,3.9422845511
3417.72,3.94442552606
3429.14,3.95341664121
3440.57,3.96853605392
3452.0,3.96904561863
3463.42,3.97657283099
3474.85,3.98997703693
3486.28,3.99169167775
3497.71,3.983962725
3509.13,3.99116699642
3520.56,3.99898805912
3531.99,4.00043169136
3543.41,4.0125631428
3554.84,4.04235864757
3566.27,4.05665206154
3577.7,4.0811910848
3589.12,4.12148657241
3600.55,4.14298445217
3611.98,4.1683352582
3623.4,4.20580382424
3634.83,4.21579514571
3646.26,4.21189254319
3657.69,4.22250746917
3669.11,4.23752372307
3680.54,4.22871775843
3691.97,4.23479262905
3703.39,4.25401462801
3714.82,4.25811168986
3726.25,4.24981203789
3737.68,4.27545413311
3749.1,4.27192345733
3760.53,4.26106536147
3771.96,4.26041505798
3783.38,4.26998945347
3794.81,4.26402126013
3806.24,4.26164261955
3817.67,4.27544421732
3829.09,4.27687411425
3840.52,4.28133742049
3851.95,4.29982518514
3863.37,4.32876992212
3874.8,4.33478289466
3886.23,4.35897666351
3897.66,4.38378935428
3909.08,4.39001663626
3920.51,4.38057452624
3931.94,4.41420727583
3943.36,4.41643036767
3954.79,4.42230550212
3966.22,4.43478271554
3977.65,4.45833740741
3989.07,4.46359749694
4000.5,4.22378957876
4011.93,4.2525032989
4023.35,4.24693120379
4034.78,4.25440950138
4046.21,4.27897012854
4057.64,4.28071294724
4069.06,4.26408372888
4080.49,4.27525702975
4091.92,4.29007788021
4103.34,4.27807618016
4114.77,4.30296685469
4126.2,4.31700338332
4137.63,4.32534709871
4149.05,4.3212207646
4160.48,4.35131910846
4171.91,4.36620273989
4183.33,4.34995626774
4194.76,4.35347131489
4206.19,4.38106494129
4217.62,4.38064519122
4229.04,4.39066263178
4240.47,4.42110247093
4251.9,4.41901549322
4263.32,4.42666295292
4274.75,4.44119384634
4286.18,4.45352386305
4297.61,4.43980941356
4309.03,4.43969864368
4320.46,4.48826748264
4331.89,4.45408395644
4343.31,4.44999820518
4354.74,4.46637972016
4366.17,4.47834957366
4377.6,4.45591056434
4389.02,4.47466075835
4400.45,4.49875516815
4411.88,4.48684972216
4423.3,4.4895889562
4434.73,4.52220823879
4446.16,4.52716995547
4457.59,4.52711706381
4469.01,4.55547253198
4480.44,4.59224879564
4491.87,4.56550542952
4503.29,4.59952671459
4514.72,4.6198830081
4526.15,4.59264684846
4537.58,4.63360513699
4549.0,4.65744852608
4560.43,4.66538242244
4571.86,4.66728715781
4583.28,4.67303290454
4594.71,4.71700351874
4606.14,4.68081250373
4617.57,4.68807375893
4628.99,4.69972020778
4640.42,4.69278465787
4651.85,4.70783373356
4663.27,4.73141056255
4674.7,4.73628416735
4686.13,4.73715793606
4697.56,4.76522118125
4708.98,4.78521720093
4720.41,4.78335712797
4731.84,4.80229964895
4743.26,4.85224941593
4754.69,4.82709906146
4766.12,4.84453668952
4777.55,4.87342588559
4788.97,4.90637120623
4800.4,4.88649355548
4811.83,4.90843212723
4823.25,4.93204325772
4834.68,4.92395433651
4846.11,4.93868216484
4857.54,4.97048761341
4868.96,4.95835302422
4880.39,4.95449160978
4891.82,4.97514650172
4903.24,4.94530141466
4914.67,4.90605662206
4926.1,4.9218543701
4937.53,4.94081069672
4948.95,4.91047995143
4960.38,4.90860699813
4971.81,4.93525021855
4983.23,4.91762089996
4994.66,4.90872847396
5006.09,4.95420512723
5017.52,4.97393619245
5028.94,4.97785812411
5040.37,4.99409865762
5051.8,5.05374214686
5063.22,5.03573943615
5074.65,5.02089846606
5086.08,5.09396560593
5097.51,5.07219771079
5108.93,5.08694627717
5120.36,5.12093229538
5131.79,5.15524816748
5143.21,5.13090888491
5154.64,5.15867147518
5166.07,5.18616264632
5177.5,5.12134491659
5188.92,5.11402305817
5200.35,5.14074031942
5211.78,5.12976762532
5223.2,5.0986811099
5234.63,5.13715840195
5246.06,5.15452090746
5257.49,5.12968713982
5268.91,5.13997799098
5280.34,5.18085153991
5291.77,5.17155653565
5303.19,5.18693580212
5314.62,5.23795996965
5326.05,5.26765958587
5337.48,5.21998642243
5348.9,5.30902113316
5360.33,5.3303047161
5371.76,5.28939353924
5383.18,5.30915280044
5394.61,5.39372793001
5406.04,5.3211151927
5417.47,5.31724400713
5428.89,5.36429626248
5440.32,5.38157702983
5451.75,5.36405304797
5463.17,5.34498691035
5474.6,5.34581872088
5486.03,5.31984733046
5497.46,5.32774973282
5508.88,5.36836476218
5520.31,5.33964611735
5531.74,5.312659312
5543.16,5.36373603478
5554.59,5.39445227624
5566.02,5.36667559745
5577.45,5.4074967386
5588.87,5.47921456517
5600.3,5.45773982384
5611.73,5.47315349115
5623.15,5.55315276103
5634.58,5.55590591687
5646.01,5.55046418038
5657.44,5.58140109381
5668.86,5.63212415118
5680.29,5.62939083874
5691.72,5.63804106056
5703.14,5.63583282352
5714.57,5.64768756133
5726.0,5.60741936932
5737.43,5.63849089243
5748.85,5.62614477807
5760.28,5.58290243282
5771.71,5.60026556686
5783.13,5.61836203399
5794.56,5.58131032363
5805.99,5.56381883041
5817.42,5.63674942365
5828.84,5.62433603732
5840.27,5.59674206981
5851.7,5.65733857098
5863.12,5.68023083751
5874.55,5.66157922504
5885.98,5.69515650685
5897.41,5.7689123824
5908.83,5.77836552312
5920.26,5.75745471209
5931.69,5.81285999522
5943.11,5.81349564375
5954.54,5.81541690587
5965.97,5.88493300406
5977.4,5.8657305137
5988.82,5.82874664625
6000.25,5.83509249913
6011.68,5.87802486868
6023.1,5.89341387451
6034.53,5.84729482693
6045.96,5.8825472044
6057.39,5.86815420497
6068.81,5.81707078103
6080.24,5.85127282814
6091.67,5.86656845615
6103.09,5.83297014593
6114.52,5.83305696203
6125.95,5.90293009276
6137.38,5.8923367209
6148.8,5.88645654494
6160.23,5.94665568266
6171.66,5.97706925757
6183.08,5.94269131207
6194.51,5.99988088082
6205.94,6.03698270646
6217.37,6.08894891618
6228.79,6.04556452919
6240.22,6.09171463676
6251.65,6.10868435747
6263.07,6.09613837285
6274.5,6.1686753423
6285.93,6.18327628131
6297.36,6.12366876159
6308.78,6.1449399744
6320.21,6.19661038013
6331.64,6.20452269004
6343.06,6.15353430765
6354.49,6.20138426246
6365.92,6.2215950002
6377.35,6.19618503242
6388.77,6.23118737287
6400.2,6.28146071239
6411.63,6.25655892601
6423.05,6.27004859236
6434.48,6.33867732007
6445.91,6.34899264272
6457.34,6.31744913779
6468.76,6.38342212151
6480.19,6.42183823608
6491.62,6.40522646983
6503.04,6.44249088202
6514.47,6.4910314058
6525.9,6.44635741335
6537.33,6.43394388969
6548.75,6.48659794742
6560.18,6.49558947322
6571.61,6.47733181077
6583.03,6.50921713486
6594.46,6.52967581938
6605.89,6.4965389619
6617.32,6.49461551429
6628.74,6.55289689988
6640.17,6.51813074103
6651.6,6.49013906764
6663.02,6.52168591493
6674.45,6.51387588728
6685.88,6.47376477145
6697.31,6.5046704169
6708.73,6.54484503896
6720.16,6.48787123374
6731.59,6.48927389137
6743.01,6.54210715615
6754.44,6.51150336222
6765.87,6.46054861189
6777.3,6.46385074327
6788.72,6.46121276322
6800.15,6.41053742163
6811.58,6.40131295516
6823.0,6.41898655691
6834.43,6.38369269277
6845.86,6.38053059321
6857.29,6.43613867142
6868.71,6.40068371846
6880.14,6.36322686699
6891.57,6.40383788033
6902.99,6.44646759478
6914.42,6.39535569881
6925.85,6.4210806427
6937.28,6.46938369693
6948.7,6.46669963304
6960.13,6.40640193112
6971.56,6.43677767302
6982.98,6.49124938388
6994.41,6.44824583906
7005.84,6.42103226281
7017.27,6.4614759455
7028.69,6.43626292563
7040.12,6.42249699374
7051.55,6.43194894921
7062.97,6.45323866926
7074.4,6.37569654304
7085.83,6.4048743542
7097.26,6.41013493876
7108.68,6.34086164318
7120.11,6.35340362853
7131.54,6.41113042324
7142.96,6.38370023071
7154.39,6.36017776388
7165.82,6.42935124523
7177.25,6.43706600265
7188.67,6.42995701504
7200.1,6.52016681226
7211.53,6.55826266168
7222.95,6.53615483871
7234.38,6.54809431392
7245.81,6.63102767596
7257.24,6.62688521958
7268.66,6.59318101088
7280.09,6.63319885843
7291.52,6.70977953552
7302.94,6.6851857642
7314.37,6.70980133784
7325.8,6.74975781124
7337.23,6.65307588466
7348.65,6.62617081165
7360.08,6.6456492126
7371.51,6.67193320214
7382.93,6.61948545945
7394.36,6.63264116528
7405.79,6.67710767621
7417.22,6.64118010002
7428.64,6.65266815631
7440.07,6.73968718297
7451.5,6.77023188401
7462.92,6.75466263166
7474.35,6.80975482649
7485.78,6.86743435934
7497.21,6.88354124842
7508.63,6.85204175164
7520.06,7.00181100425
7531.49,7.01054684647
7542.91,6.98367489157
7554.34,6.99374472885
7565.77,7.01027699431
7577.2,7.01435294133
7588.62,7.03546872135
7600.05,7.04517960106
7611.48,6.97672459093
7622.9,6.99586124191
7634.33,7.04830038445
7645.76,6.97023842312
7657.19,6.94834928426
7668.61,7.0181275022
7680.04,7.04614957588
7691.47,6.98373201762
7702.89,7.0315323688
7714.32,7.10723048473
7725.75,7.07523872857
7737.18,7.13710993863
7748.6,7.17869397963
7760.03,7.33900071003
7771.46,7.34408939495
7782.88,7.37666032164
7794.31,7.36938735906
7805.74,7.32281061432
7817.17,7.41112497685
7828.59,7.41729624084
7840.02,7.38281468136
7851.45,7.41869738633
7862.87,7.4732223731
7874.3,7.44508895046
7885.73,7.36121312575
7897.16,7.33472541106
7908.58,7.3131066795
7920.01,7.25101753346
7931.44,7.20923435333
7942.86,7.21900225873
7954.29,7.15395661663
7965.72,7.11555578876
7977.15,7.17062857298
7988.57,7.20199836837
8000.0,7.19585184702
