2016/03/15,
Frequency [Hz],Gain [dB]
100000000,25.69736099
107777777.8,25.69734573
115555555.6,25.70538902
123333333.3,25.7663517
131111111.1,25.76477623
138888888.9,25.65074921
146666666.7,25.5036602
154444444.4,25.4672451
162222222.2,25.54172325
170000000,25.62609482
177777777.8,25.65929604
185555555.6,25.5631752
193333333.3,25.40965271
201111111.1,25.32274246
208888888.9,25.40524864
216666666.7,25.45314789
224444444.4,25.47624969
232222222.2,25.452528
240000000,25.32647133
247777777.8,25.26752663
255555555.6,25.3226757
263333333.3,25.36234665
271111111.1,25.39274597
278888888.9,25.35707855
286666666.7,25.28933525
294444444.4,25.24328995
302222222.2,25.27744675
310000000,25.31812668
317777777.8,25.31234932
325555555.6,25.27358246
333333333.3,25.18049049
341111111.1,25.09562683
348888888.9,25.11824799
356666666.7,25.12477875
364444444.4,25.13710976
372222222.2,25.1571579
380000000,25.09977913
387777777.8,25.00748825
395555555.6,24.91550064
403333333.3,24.83054543
411111111.1,24.854702
418888888.9,24.89933586
426666666.7,24.88040352
434444444.4,24.84634399
442222222.2,24.76448822
450000000,24.66548729
457777777.8,24.63700294
465555555.6,24.63500404
473333333.3,24.61411476
481111111.1,24.63711739
488888888.9,24.57747269
496666666.7,24.52371025
504444444.4,24.45235825
512222222.2,24.45672226
520000000,24.45423508
527777777.8,24.43747711
535555555.6,24.41785622
543333333.3,24.33685112
551111111.1,24.35305595
558888888.9,24.41022873
566666666.7,24.45014954
574444444.4,24.46486282
582222222.2,24.35281754
590000000,24.27274704
597777777.8,24.3026619
605555555.6,24.32571411
613333333.3,24.49281311
621111111.1,24.53627586
628888888.9,24.47707939
636666666.7,24.32135201
644444444.4,24.16270065
652222222.2,24.16654587
660000000,24.24967766
667777777.8,24.39121819
675555555.6,24.36131287
683333333.3,24.25263214
691111111.1,24.02037621
698888888.9,23.83050346
706666666.7,23.88161278
714444444.4,23.99276161
722222222.2,24.05420113
730000000,24.01268387
737777777.8,23.80405617
745555555.6,23.62684059
753333333.3,23.6421833
761111111.1,23.69669914
768888888.9,23.83882332
776666666.7,23.82949066
784444444.4,23.75169182
792222222.2,23.64488792
800000000,23.6100235
807777777.8,23.70941353
815555555.6,23.8846302
823333333.3,23.92102623
831111111.1,23.8613987
838888888.9,23.7765255
846666666.7,23.73800468
854444444.4,23.77980423
862222222.2,24.03455925
870000000,24.0821228
877777777.8,24.02027321
885555555.6,23.82746124
893333333.3,23.64937401
901111111.1,23.59752274
908888888.9,23.87716293
916666666.7,23.94987106
924444444.4,24.05199051
932222222.2,23.78439903
940000000,23.52330589
947777777.8,23.35731697
955555555.6,23.36324883
963333333.3,23.51892471
971111111.1,23.67576981
978888888.9,23.58676147
986666666.7,23.35432816
994444444.4,23.19989586
1002222222,23.18611717
1010000000,23.35012627
1017777778,23.46955299
1025555556,23.50866127
1033333333,23.44632912
1041111111,23.41052818
1048888889,23.42457962
1056666667,23.61554337
1064444444,23.75639725
1072222222,23.85562706
1080000000,23.7742424
1087777778,23.67802048
1095555556,23.69132233
1103333333,23.82193947
1111111111,24.03076553
1118888889,24.22271729
1126666667,24.21152306
1134444444,24.02759552
1142222222,23.89890099
1150000000,23.86558151
1157777778,23.97089005
1165555556,24.08267593
1173333333,24.19587898
1181111111,24.13880348
1188888889,23.95452309
1196666667,23.78507614
1204444444,23.74287224
1212222222,23.70327187
1220000000,23.70243645
1227777778,23.68548393
1235555556,23.66492081
1243333333,23.54420853
1251111111,23.47524071
1258888889,23.45857811
1266666667,23.38703156
1274444444,23.33142662
1282222222,23.25730133
1290000000,23.2577095
1297777778,23.28954315
1305555556,23.37924004
1313333333,23.4138298
1321111111,23.46764183
1328888889,23.38370132
1336666667,23.32973289
1344444444,23.3087616
1352222222,23.4458828
1360000000,23.55464935
1367777778,23.6926136
1375555556,23.75923157
1383333333,23.74316788
1391111111,23.65151596
1398888889,23.64598656
1406666667,23.66875648
1414444444,23.70425034
1422222222,23.78761292
1430000000,23.82920456
1437777778,23.87992477
1445555556,23.83113289
1453333333,23.73311424
1461111111,23.67601967
1468888889,23.60707855
1476666667,23.55535507
1484444444,23.56547165
1492222222,23.58816528
1500000000,23.62908936
1507777778,23.57513237
1515555556,23.51032066
1523333333,23.35360909
1531111111,23.26030922
1538888889,23.20292091
1546666667,23.26639748
1554444444,23.31762505
1562222222,23.34839249
1570000000,23.34140015
1577777778,23.25481796
1585555556,23.15074348
1593333333,23.08151436
1601111111,23.10700417
1608888889,23.16788673
1616666667,23.24141884
1624444444,23.27287102
1632222222,23.2698307
1640000000,23.2595005
1647777778,23.1930294
1655555556,23.14497566
1663333333,23.12819672
1671111111,23.17412567
1678888889,23.23266602
1686666667,23.30550385
1694444444,23.3092308
1702222222,23.28153419
1710000000,23.22314072
1717777778,23.1275177
1725555556,23.07320976
1733333333,23.08245659
1741111111,23.16609764
1748888889,23.26011086
1756666667,23.26553535
1764444444,23.22050667
1772222222,23.08526611
1780000000,22.97342682
1787777778,22.9386425
1795555556,22.96172142
1803333333,23.01175308
1811111111,23.08102226
1818888889,23.05297661
1826666667,22.99680328
1834444444,22.8899231
1842222222,22.77544403
1850000000,22.78922081
1857777778,22.80593872
1865555556,22.81364632
1873333333,22.87145424
1881111111,22.88504028
1888888889,22.86222267
1896666667,22.79759979
1904444444,22.76007843
1912222222,22.71693993
1920000000,22.69405556
1927777778,22.68741798
1935555556,22.74583817
1943333333,22.82321167
1951111111,22.90885735
1958888889,22.87656212
1966666667,22.80430412
1974444444,22.69022751
1982222222,22.60546303
1990000000,22.62014008
1997777778,22.76804352
2005555556,22.90826797
2013333333,22.94260979
2021111111,22.88234138
2028888889,22.70819092
2036666667,22.52721596
2044444444,22.44708443
2052222222,22.546278
2060000000,22.73498535
2067777778,22.81995392
2075555556,22.66290665
2083333333,22.45394897
2091111111,22.32583427
2098888889,22.38845062
2106666667,22.54665947
2114444444,22.62337875
2122222222,22.5937748
2130000000,22.49372864
2137777778,22.51721382
2145555556,22.55811119
2153333333,22.64175034
2161111111,22.67565727
2168888889,22.62835884
2176666667,22.5275135
2184444444,22.5098114
2192222222,22.60338593
2200000000,22.79565239
2207777778,22.89812851
2215555556,22.88148117
2223333333,22.73403549
2231111111,22.51858139
2238888889,22.42668343
2246666667,22.49874115
2254444444,22.69132233
2262222222,22.80986786
2270000000,22.76150322
2277777778,22.57115746
2285555556,22.30218124
2293333333,22.13453102
2301111111,22.15255165
2308888889,22.31468391
2316666667,22.3878994
2324444444,22.34716606
2332222222,22.22405815
2340000000,22.0191555
2347777778,21.90337563
2355555556,21.88313293
2363333333,21.99793243
2371111111,22.02582359
2378888889,21.99883461
2386666667,21.93540001
2394444444,21.9483757
2402222222,21.99327278
2410000000,22.03311539
2417777778,22.07869339
2425555556,22.03398895
2433333333,21.96135521
2441111111,21.98459816
2448888889,22.12316322
2456666667,22.32334518
2464444444,22.40812683
2472222222,22.43582153
2480000000,22.33791161
2487777778,22.20963669
2495555556,22.19856644
2503333333,22.32507896
2511111111,22.5431118
2518888889,22.64922142
2526666667,22.61468124
2534444444,22.4981041
2542222222,22.34918594
2550000000,22.25836563
2557777778,22.29014206
2565555556,22.40294838
2573333333,22.4373436
2581111111,22.3955307
2588888889,22.28348541
2596666667,22.15110016
2604444444,22.07088852
2612222222,22.0571022
2620000000,22.06071472
2627777778,22.05145645
2635555556,21.98219681
2643333333,21.93753624
2651111111,21.92360687
2658888889,21.91078186
2666666667,21.9207058
2674444444,21.90470505
2682222222,21.86042976
2690000000,21.80580711
2697777778,21.81572533
2705555556,21.86949539
2713333333,21.95542717
2721111111,21.96901131
2728888889,21.9794445
2736666667,21.97128296
2744444444,21.94685936
2752222222,21.93217468
2760000000,21.95936203
2767777778,21.99415588
2775555556,22.04658127
2783333333,22.03377342
2791111111,22.00858879
2798888889,21.95464134
2806666667,21.8978138
2814444444,21.81765747
2822222222,21.80082893
2830000000,21.72104645
2837777778,21.72118187
2845555556,21.67578125
2853333333,21.59023285
2861111111,21.47333145
2868888889,21.3700161
2876666667,21.28583717
2884444444,21.19340134
2892222222,21.12794304
2900000000,21.11385345
2907777778,21.06716728
2915555556,20.98517418
2923333333,20.89564323
2931111111,20.82717705
2938888889,20.7764492
2946666667,20.71273613
2954444444,20.70989799
2962222222,20.72628975
2970000000,20.71714973
2977777778,20.69174957
2985555556,20.64944839
2993333333,20.59871292
3001111111,20.5683403
3008888889,20.5792141
3016666667,20.58971977
3024444444,20.6148243
3032222222,20.63188362
3040000000,20.62020493
3047777778,20.57765579
3055555556,20.48741722
3063333333,20.48888016
3071111111,20.46876335
3078888889,20.49110794
3086666667,20.4492588
3094444444,20.42038155
3102222222,20.34350395
3110000000,20.25067711
3117777778,20.18936729
3125555556,20.11967278
3133333333,20.0649395
3141111111,19.98085594
3148888889,19.90865898
3156666667,19.79010773
3164444444,19.68795395
3172222222,19.66881752
3180000000,19.60513306
3187777778,19.51886559
3195555556,19.39473724
3203333333,19.26501846
3211111111,19.13344193
3218888889,19.09835052
3226666667,19.15572548
3234444444,19.16387749
3242222222,19.08260155
3250000000,18.87065506
3257777778,18.77259064
3265555556,18.67973518
3273333333,18.6736145
3281111111,18.74722862
3288888889,18.85404968
3296666667,18.77655029
3304444444,18.65011787
3312222222,18.47149849
3320000000,18.34279442
3327777778,18.2881012
3335555556,18.3779068
3343333333,18.43301201
3351111111,18.41054726
3358888889,18.26769638
3366666667,18.09031296
3374444444,17.95896912
3382222222,17.90098953
3390000000,17.94019699
3397777778,17.91699791
3405555556,17.74357033
3413333333,17.48118401
3421111111,17.34032631
3428888889,17.29735565
3436666667,17.50485992
3444444444,17.48810387
3452222222,17.2861042
3460000000,16.85217857
3467777778,16.64719582
3475555556,16.78681374
3483333333,17.19812202
3491111111,17.4881134
3498888889,17.26633072
3506666667,16.76946068
3514444444,16.45136642
3522222222,16.34986687
3530000000,16.61515427
3537777778,17.00363541
3545555556,17.14050102
3553333333,16.82781029
3561111111,16.39099503
3568888889,15.97331619
3576666667,16.02962494
3584444444,16.23898125
3592222222,16.44294739
3600000000,16.34582901
3607777778,16.17658234
3615555556,15.88966751
3623333333,15.75964069
3631111111,15.89104176
3638888889,16.00871658
3646666667,15.93847179
3654444444,15.62328529
3662222222,15.26411343
3670000000,15.1239357
3677777778,15.25642109
3685555556,15.50701237
3693333333,15.54525852
3701111111,15.28526592
3708888889,14.81129646
3716666667,14.52394676
3724444444,14.50931644
3732222222,14.82683277
3740000000,15.14388847
3747777778,15.15456009
3755555556,14.88701439
3763333333,14.50519943
3771111111,14.28096199
3778888889,14.28056431
3786666667,14.49664307
3794444444,14.71104717
3802222222,14.7336216
3810000000,14.49580669
3817777778,14.26538563
3825555556,14.14230537
3833333333,14.19393921
3841111111,14.32907867
3848888889,14.39553261
3856666667,14.23324108
3864444444,13.96938038
3872222222,13.82720947
3880000000,13.92127228
3887777778,14.08007145
3895555556,14.17186069
3903333333,14.0286665
3911111111,13.66926765
3918888889,13.40061092
3926666667,13.32528782
3934444444,13.49139214
3942222222,13.70079613
3950000000,13.72311401
3957777778,13.49171734
3965555556,13.15333652
3973333333,12.89886665
3981111111,12.8012619
3988888889,12.8701334
3996666667,12.98893833
4004444444,13.00193977
4012222222,12.83444309
4020000000,12.63296604
4027777778,12.41597748
4035555556,12.34136868
4043333333,12.3478384
4051111111,12.39070797
4058888889,12.36812687
4066666667,12.23214531
4074444444,12.18466759
4082222222,12.21696377
4090000000,12.24527454
4097777778,12.2809906
4105555556,12.17909718
4113333333,11.98611355
4121111111,11.82428551
4128888889,11.79638481
4136666667,11.90967846
4144444444,12.08631992
4152222222,12.14978313
4160000000,12.05159187
4167777778,11.7972641
4175555556,11.58552551
4183333333,11.53029728
4191111111,11.62459183
4198888889,11.7469101
4206666667,11.81744099
4214444444,11.72444344
4222222222,11.56532764
4230000000,11.43771744
4237777778,11.34650803
4245555556,11.27281952
4253333333,11.18339729
4261111111,11.11538792
4268888889,11.08653545
4276666667,11.1329937
4284444444,11.17730999
4292222222,11.13728523
4300000000,10.97054195
4307777778,10.70253563
4315555556,10.49448395
4323333333,10.38998413
4331111111,10.4336319
4338888889,10.56425285
4346666667,10.64140606
4354444444,10.61924171
4362222222,10.45432663
4370000000,10.21805286
4377777778,10.02418995
4385555556,9.927313805
4393333333,9.956235886
4401111111,10.06971931
4408888889,10.17191887
4416666667,10.22176075
4424444444,10.16191292
4432222222,9.996391296
4440000000,9.812376022
4447777778,9.667419434
4455555556,9.599784851
4463333333,9.662230492
4471111111,9.821174622
4478888889,9.968793869
4486666667,9.999139786
4494444444,9.882398605
4502222222,9.668369293
4510000000,9.444540024
4517777778,9.31355381
4525555556,9.41983223
4533333333,9.620956421
4541111111,9.892335892
4548888889,10.00386238
4556666667,9.929455757
4564444444,9.706088066
4572222222,9.445259094
4580000000,9.284367561
4587777778,9.279398918
4595555556,9.397216797
4603333333,9.558601379
4611111111,9.73124218
4618888889,9.808672905
4626666667,9.616364479
4634444444,9.327430725
4642222222,9.045414925
4650000000,8.857639313
4657777778,8.869366646
4665555556,9.07352829
4673333333,9.316475868
4681111111,9.41552639
4688888889,9.30198288
4696666667,8.912000656
4704444444,8.509881973
4712222222,8.341470718
4720000000,8.365708351
4727777778,8.503617287
4735555556,8.662415504
4743333333,8.792140961
4751111111,8.671779633
4758888889,8.380877495
4766666667,8.095779419
4774444444,7.857771397
4782222222,7.825350761
4790000000,7.861794472
4797777778,8.144701004
4805555556,8.284239769
4813333333,8.379289627
4821111111,8.220487595
4828888889,7.835604191
4836666667,7.515107632
4844444444,7.367344379
4852222222,7.441655159
4860000000,7.561438084
4867777778,7.899437904
4875555556,7.999882698
4883333333,7.919702053
4891111111,7.592063427
4898888889,7.135246754
4906666667,6.821043968
4914444444,6.803584099
4922222222,7.11090517
4930000000,7.459840775
4937777778,7.552286625
4945555556,7.299057007
4953333333,6.931186676
4961111111,6.421236515
4968888889,6.336895943
4976666667,6.227240086
4984444444,6.385358334
4992222222,6.491677761
5000000000,6.474979401
