08-May-12,,,,
Frequency [Hz],V_Gain [dB],H_Gain [dB],V_AF [dB/m],H_AF [dB/m]
10000000,13.58477483,0,13.04850564,0
12475000,12.75089913,0,10.98120214,0
14950000,12.32304489,0,10.7856135,0
17425000,12.19497829,0,11.62014625,0
19900000,11.58660084,0,10.60693222,0
22375000,13.33442051,0,18.76500171,0
24850000,13.38086578,0,19.90796737,0
27325000,13.25420133,0,20.10654945,0
29800000,14.69898088,0,29.20949301,0
32275000,12.80914596,0,19.49210225,0
34750000,12.97959891,0,20.8982112,0
37225000,13.01727472,0,21.66883989,0
39700000,13.38315643,0,23.98874107,0
42175000,13.86321848,0,27.06117324,0
44650000,12.90447461,0,22.73497517,0
47125000,13.9280944,0,28.39142567,0
49600000,13.54820388,0,26.76671259,0
52075000,13.65857123,0,27.77231328,0
54550000,13.87570275,0,29.36603539,0
57025000,14.69590264,0,34.82556803,0
59500000,14.98681065,0,37.23722446,0
61975000,13.89467088,0,30.58131724,0
64450000,14.58269751,0,35.13010091,0
66925000,14.08837888,0,32.3670371,0
69400000,14.25166388,0,33.66463581,0
71875000,14.35925175,0,34.63663362,0
74350000,13.35858218,0,29.31558486,0
76825000,12.12050171,0,24.22489403,0
79300000,12.2970551,0,25.17638859,0
81775000,11.90307001,0,23.97152964,0
84250000,11.90291845,0,24.2299759,0
86725000,11.04696089,0,21.70900837,0
89200000,10.84294356,0,21.36941247,0
91675000,10.92577281,0,21.84093232,0
94150000,11.7031766,0,24.49831312,0
96625000,10.89589637,0,22.21285859,0
99100000,11.40258051,0,23.95352021,0
101575000,11.82241774,0,25.56967925,0
104050000,12.06558858,0,26.65494593,0
106525000,11.58625889,0,25.17776701,0
109000000,11.7794572,0,26.03271772,0
111475000,12.58425794,0,29.29471813,0
113950000,12.64158616,0,29.7263788,0
116425000,11.71292634,0,26.37609857,0
118900000,10.85123016,0,23.8889425,0
121375000,9.83303737,0,21.52543532,0
123850000,8.673605482,0,19.44610567,0
126325000,7.879851351,0,18.38719612,0
128800000,7.893046787,0,18.57440327,0
131275000,8.13640452,0,19.09453195,0
133750000,9.130387849,0,20.93125466,0
136225000,8.313538351,0,19.68707464,0
138700000,9.060627085,0,21.11647662,0
141175000,9.024748882,0,21.20383341,0
143650000,8.427744779,0,20.32876122,0
146125000,7.415785686,0,19.02991022,0
148600000,7.009238528,0,18.68292138,0
151075000,6.597308818,0,18.3719024,0
153550000,3.107945818,0,15.99047333,0
156025000,-8.659596498,0,13.94772671,0
158500000,-1.080114332,0,13.44077575,0
160975000,0.417965081,0,13.25414538,0
163450000,2.856079549,0,16.41792358,0
165925000,5.399718871,0,11.15109247,0
168400000,6.911716011,0,9.835822893,0
170875000,7.395823621,0,9.383443915,0
173350000,7.2057825,0,9.743410011,0
175825000,7.335690294,0,9.706979477,0
178300000,7.962885607,0,8.987144686,0
180775000,7.784432759,0,9.358731566,0
183250000,7.78506285,0,9.475972676,0
185725000,7.254296176,0,10.28330863,0
188200000,6.179476088,0,11.56335251,0
190675000,3.215609352,0,13.72905614,0
193150000,7.33962304,0,10.51835577,0
195625000,7.820978077,0,9.993714905,0
198100000,7.637716308,0,10.35309842,0
200575000,7.350900848,0,10.83190573,0
203050000,7.325937434,0,10.96957272,0
205525000,7.51850214,0,10.82987149,0
208000000,7.616640353,0,10.80477657,0
210475000,7.442752056,0,11.13423754,0
212950000,7.557658079,0,11.08698393,0
215425000,7.196752765,0,11.64176997,0
217900000,7.146825176,0,11.80093541,0
220375000,7.140239271,0,11.90689301,0
222850000,3.846566487,0,14.75556038,0
225325000,5.12923676,0,14.01839317,0
227800000,7.330985588,0,11.96230384,0
230275000,7.364757477,0,12.01394127,0
232750000,7.726478507,0,11.63334636,0
235225000,7.487419175,0,12.04252286,0
237700000,7.20754759,0,12.48338049,0
240175000,6.776803261,0,13.06975173,0
242650000,6.98981037,0,12.91947889,0
245125000,7.383856924,0,12.53273236,0
247600000,7.364041703,0,12.64491658,0
250075000,6.650909858,0,13.55662653,0
252550000,5.890383698,0,14.38510085,0
255025000,5.852492313,0,14.50352959,0
257500000,6.193372958,0,14.27320713,0
259975000,5.558961911,0,14.92199819,0
262450000,2.321593698,0,16.89422297,0
264925000,2.677330637,0,16.83006615,0
267400000,5.634974211,0,15.10309039,0
269875000,5.175434466,0,15.5506192,0
272350000,6.997567351,0,13.91348181,0
274825000,7.276487799,0,13.65980249,0
277300000,7.422661151,0,13.55483909,0
279775000,7.085393824,0,14.04478381,0
282250000,7.014633736,0,14.20389048,0
284725000,7.284688433,0,13.95709442,0
287200000,7.506085255,0,13.75239051,0
289675000,7.814326959,0,13.41271376,0
292150000,7.774863767,0,13.54129635,0
294625000,7.502719576,0,13.97845614,0
297100000,7.539905326,0,14.0027307,0
299575000,7.323714531,0,14.35038871,0
302050000,7.164396496,0,14.61635009,0
304525000,7.099916469,0,14.76394384,0
307000000,6.215634714,0,15.77903922,0
309475000,3.901418796,0,17.57700046,0
311950000,4.221152248,0,17.45858988,0
314425000,6.509775574,0,15.6934397,0
316900000,7.297224405,0,14.87155792,0
319375000,7.336325878,0,14.89059282,0
321850000,7.452014293,0,14.81144877,0
324325000,7.45327417,0,14.87637339,0
326800000,7.673078204,0,14.65359376,0
329275000,7.650073115,0,14.75004499,0
331750000,7.431420856,0,15.10090688,0
334225000,7.433947763,0,15.16224527,0
336700000,7.689251415,0,14.89098136,0
339175000,7.732177586,0,14.89624971,0
341650000,7.767594857,0,14.91082566,0
344125000,7.415601184,0,15.43913906,0
346600000,6.420965474,0,16.63028919,0
349075000,6.92449461,0,16.15288471,0
351550000,7.448985033,0,15.5819985,0
354025000,7.597872717,0,15.44909721,0
356500000,7.346594869,0,15.83294511,0
358975000,6.350077884,0,17.00601593,0
361450000,5.274491306,0,18.01236701,0
363925000,5.217708756,0,18.11539686,0
366400000,3.808713106,0,19.09545885,0
368875000,5.844599355,0,17.71644623,0
371350000,6.892941231,0,16.72583449,0
373825000,6.863850862,0,16.81617691,0
376300000,7.227944371,0,16.44873253,0
378775000,7.876606736,0,15.65479971,0
381250000,8.053686954,0,15.45614133,0
383725000,7.913427944,0,15.71535788,0
386200000,7.465639868,0,16.37714743,0
388675000,6.878811463,0,17.13778128,0
391150000,7.161429097,0,16.86519534,0
393625000,7.503063451,0,16.49427215,0
396100000,7.599324184,0,16.42259286,0
398575000,7.494126784,0,16.61438757,0
401050000,6.943999129,0,17.33630967,0
403525000,6.929327156,0,17.40643489,0
406000000,7.282771804,0,17.04146423,0
408475000,7.297061116,0,17.07662455,0
410950000,6.912352718,0,17.5840408,0
413425000,6.818537747,0,17.74115991,0
415900000,6.901597117,0,17.70018872,0
418375000,6.698230303,0,17.97586867,0
420850000,6.609641765,0,18.12150565,0
423325000,6.381333738,0,18.40704149,0
425800000,6.342365691,0,18.49650123,0
428275000,4.633169837,0,19.94831145,0
430750000,3.70088517,0,20.55979906,0
433225000,4.942488005,0,19.83359335,0
435700000,6.697187808,0,18.32942754,0
438175000,7.179974765,0,17.82902037,0
440650000,7.361923652,0,17.65443662,0
443125000,7.504186488,0,17.52168836,0
445600000,7.423319123,0,17.67390835,0
448075000,7.786645192,0,17.23991901,0
450550000,7.761615555,0,17.32228566,0
453025000,7.593710612,0,17.59637141,0
455500000,7.433832026,0,17.85138186,0
457975000,7.263443284,0,18.11153237,0
460450000,7.636544978,0,17.6806238,0
462925000,7.872807173,0,17.40274943,0
465400000,7.869469096,0,17.45377218,0
467875000,7.39995015,0,18.12725114,0
470350000,7.436776824,0,18.12628054,0
472825000,7.881988924,0,17.5735771,0
475300000,8.151875167,0,17.22523011,0
477775000,7.980736894,0,17.52281908,0
480250000,7.311749914,0,18.46448034,0
482725000,7.2241652,0,18.61663827,0
485200000,7.485883202,0,18.33325189,0
487675000,7.899291367,0,17.81766584,0
490150000,7.603513892,0,18.26752298,0
492625000,7.451987788,0,18.5087414,0
495100000,6.320422379,0,19.82795651,0
497575000,6.192862573,0,19.99532263,0
500050000,6.500542647,0,19.73287455,0
502525000,6.418092322,0,19.85977233,0
505000000,5.50100644,0,20.73687133,0
507475000,5.763817132,0,20.55794265,0
509950000,6.698672162,0,19.69463037,0
512425000,7.316500729,0,19.02184526,0
514900000,7.492084143,0,18.84128501,0
517375000,7.954430207,0,18.25239451,0
519850000,7.832238393,0,18.46706969,0
522325000,7.561039059,0,18.87580924,0
524800000,7.355805594,0,19.18010625,0
527275000,7.636443168,0,18.85785389,0
529750000,8.282695316,0,17.96747482,0
532225000,8.284330374,0,18.00542522,0
534700000,8.042039669,0,18.41125705,0
537175000,7.75594573,0,18.85753389,0
539650000,7.979663026,0,18.58214734,0
542125000,8.145212977,0,18.37787836,0
544600000,7.84558194,0,18.85238141,0
547075000,7.728033228,0,19.05436868,0
549550000,7.626409256,0,19.23064601,0
552025000,7.869200131,0,18.93679871,0
554500000,7.789140109,0,19.08748382,0
556975000,7.758819989,0,19.16798315,0
559450000,7.635737898,0,19.37327813,0
561925000,7.684691052,0,19.34585082,0
564400000,7.687741004,0,19.37990163,0
566875000,7.540606876,0,19.6135069,0
569350000,7.616931916,0,19.55070856,0
571825000,7.659225652,0,19.53185192,0
574300000,7.498664382,0,19.78109222,0
576775000,7.481602034,0,19.84048732,0
579250000,7.026602663,0,20.43465412,0
581725000,7.294896604,0,20.15034356,0
584200000,7.247772837,0,20.24510841,0
586675000,6.589992119,0,21.02759076,0
589150000,5.918133095,0,21.71778843,0
591625000,5.361775977,0,22.22394566,0
594100000,5.361455559,0,22.26045992,0
596575000,6.330357751,0,21.43758288,0
599050000,7.30198574,0,20.39648744,0
601525000,7.963532324,0,19.54825981,0
604000000,7.694979233,0,19.95910576,0
606475000,7.522219391,0,20.22400056,0
608950000,8.020307321,0,19.57248702,0
611425000,7.980945859,0,19.66491225,0
613900000,7.799269152,0,19.95737073,0
616375000,7.75513,0,20.0532386,0
618850000,7.799791036,0,20.02640196,0
621325000,8.23272962,0,19.42946233,0
623800000,8.165792867,0,19.56580793,0
626275000,8.322672494,0,19.35908432,0
628750000,8.446013398,0,19.19756125,0
631225000,8.442983693,0,19.23656113,0
633700000,8.14727439,0,19.73046634,0
636175000,7.792211724,0,20.27673223,0
638650000,8.212503113,0,19.69927542,0
641125000,8.132721134,0,19.85348258,0
643600000,7.64781236,0,20.57421998,0
646075000,7.477815877,0,20.8308971,0
648550000,7.426168007,0,20.93024851,0
651025000,7.705534559,0,20.59600789,0
653500000,7.49242749,0,20.91129522,0
655975000,7.747011433,0,20.60522193,0
658450000,7.480250322,0,20.99255738,0
660925000,7.110752412,0,21.48171642,0
663400000,7.195048333,0,21.413415,0
665875000,6.744488879,0,21.962342,0
668350000,7.159038152,0,21.52127061,0
670825000,6.71538373,0,22.05823572,0
673300000,6.488617045,0,22.32902871,0
675775000,6.969344862,0,21.83942236,0
678250000,7.245260891,0,21.54474156,0
680725000,7.419916127,0,21.35876624,0
683200000,6.618358829,0,22.32071198,0
685675000,6.702465015,0,22.26235932,0
688150000,6.426413711,0,22.58187425,0
690625000,6.027527837,0,22.99845996,0
693100000,5.707333502,0,23.31428664,0
695575000,5.046428607,0,23.87061369,0
698050000,5.545272984,0,23.51241579,0
700525000,6.475208801,0,22.68706263,0
703000000,7.064405801,0,22.07235432,0
705475000,7.373867093,0,21.72719219,0
707950000,7.510540221,0,21.58297401,0
710425000,7.619720067,0,21.46977686,0
712900000,7.658203909,0,21.44853368,0
715375000,7.823652193,0,21.25217368,0
717850000,7.882251409,0,21.19987144,0
720325000,7.762398767,0,21.39691834,0
722800000,7.860621034,0,21.29006893,0
725275000,7.841085135,0,21.34718446,0
727750000,7.642461003,0,21.64870817,0
730225000,7.729941089,0,21.55996113,0
732700000,7.940098259,0,21.29538018,0
735175000,7.859072232,0,21.43969935,0
737650000,8.074512241,0,21.15824566,0
740125000,8.094813976,0,21.15726452,0
742600000,7.643995664,0,21.82210903,0
745075000,7.702006687,0,21.77284186,0
747550000,8.004964755,0,21.37601439,0
750025000,7.823905892,0,21.66265937,0
752500000,7.706883139,0,21.85235354,0
754975000,7.687821689,0,21.90670385,0
757450000,7.216544068,0,22.53897459,0
759925000,7.48963067,0,22.22541199,0
762400000,7.673344119,0,22.01125222,0
764875000,7.575014961,0,22.17042007,0
767350000,7.492686935,0,22.30591797,0
769825000,7.224511999,0,22.67006122,0
772300000,6.936651574,0,23.03642351,0
774775000,7.182837493,0,22.77613586,0
777250000,7.448813179,0,22.47369099,0
779725000,7.333948064,0,22.64636785,0
782200000,6.935871654,0,23.14794598,0
784675000,7.368051401,0,22.65866588,0
787150000,7.339419636,0,22.72186534,0
789625000,7.112905421,0,23.02454119,0
792100000,7.118681249,0,23.04487809,0
794575000,6.976778985,0,23.23755174,0
797050000,6.949952557,0,23.29526354,0
799525000,6.792262165,0,23.49886021,0
802000000,6.68884192,0,23.63813778,0
804475000,6.540417604,0,23.82165049,0
806950000,6.55131459,0,23.83700512,0
809425000,6.362450392,0,24.05595293,0
811900000,4.946337964,0,25.28660631,0
814375000,4.468982729,0,25.63816288,0
816850000,4.450420747,0,25.67645516,0
819325000,4.742229581,0,25.5090782,0
821800000,5.456142148,0,25.00283987,0
824275000,6.353813009,0,24.22246149,0
826750000,7.200738876,0,23.31851653,0
829225000,7.537716512,0,22.92098501,0
831700000,7.661223018,0,22.78323971,0
834175000,7.816725268,0,22.59629741,0
836650000,7.821817673,0,22.61493347,0
839125000,7.768963208,0,22.71384567,0
841600000,8.203035501,0,22.11056052,0
844075000,8.138329646,0,22.23384258,0
846550000,8.144084204,0,22.2506374,0
849025000,8.182400701,0,22.21819478,0
851500000,8.106996529,0,22.35674082,0
853975000,8.14229064,0,22.32918135,0
856450000,8.18257218,0,22.29356566,0
858925000,7.969246628,0,22.63405312,0
861400000,7.797023376,0,22.90262997,0
863875000,7.951598139,0,22.70937409,0
866350000,8.094342191,0,22.52573114,0
868825000,7.778519137,0,23.00278025,0
871300000,7.970164381,0,22.75697846,0
873775000,7.71638272,0,23.13730108,0
876250000,7.702402494,0,23.18086571,0
878725000,7.774364665,0,23.10692663,0
881200000,7.649747499,0,23.30079602,0
883675000,7.402924247,0,23.64674115,0
886150000,7.020953294,0,24.13403342,0
888625000,7.142034007,0,24.01587746,0
891100000,6.890287409,0,24.33168189,0
893575000,7.334658964,0,23.82927282,0
896050000,7.316256962,0,23.87618652,0
898525000,7.22018557,0,24.0180794,0
901000000,6.976594723,0,24.32956114,0
903475000,7.038128821,0,24.28225508,0
905950000,7.431816131,0,23.82626901,0
908425000,7.520029919,0,23.73637288,0
910900000,6.883900387,0,24.52974869,0
913375000,6.634990417,0,24.82512489,0
915850000,6.888180978,0,24.57200967,0
918325000,6.79220242,0,24.70221312,0
920800000,6.674664432,0,24.85316177,0
923275000,6.433947047,0,25.12720882,0
925750000,6.62911335,0,24.94824824,0
928225000,6.321468115,0,25.28613108,0
930700000,6.456944836,0,25.17342297,0
933175000,5.968210359,0,25.6672246,0
935650000,6.807661415,0,24.84751652,0
938125000,6.331554007,0,25.36831267,0
940600000,5.703567984,0,25.96969356,0
943075000,5.59459038,0,26.08466382,0
945550000,5.802738116,0,25.92939826,0
948025000,5.538555693,0,26.17662213,0
950500000,4.836990912,0,26.73325849,0
952975000,5.408600474,0,26.3273883,0
955450000,5.227069653,0,26.49214416,0
957925000,5.450260915,0,26.33890068,0
960400000,5.730372859,0,26.12761594,0
962875000,6.321540605,0,25.60439252,0
965350000,6.939735858,0,24.97088978,0
967825000,7.014363144,0,24.9074615,0
970300000,6.972692321,0,24.9776632,0
972775000,7.257762662,0,24.66190596,0
975250000,7.549425603,0,24.31454218,0
977725000,7.441684409,0,24.47592574,0
980200000,7.640832023,0,24.23753705,0
982675000,7.962267659,0,23.81320604,0
985150000,7.851385541,0,23.99273333,0
987625000,7.70972939,0,24.21019844,0
990100000,7.689865139,0,24.25887011,0
992575000,8.038752539,0,23.7891403,0
995050000,7.880695578,0,24.03829493,0
997525000,7.700041624,0,24.30998279,0
1000000000,7.677216962,0,24.36237323,0
1015000000,7.446420257,0,24.79485852,0
1030000000,7.604456398,0,24.71643737,0
1045000000,7.360055187,0,25.15723009,0
1060000000,7.267483223,0,25.39585818,0
1075000000,6.956678364,0,25.88604273,0
1090000000,6.156574676,0,26.8413114,0
1105000000,5.596125677,0,27.45970257,0
1120000000,4.850078057,0,28.14938443,0
1135000000,6.799438471,0,26.53423512,0
1150000000,7.642013874,0,25.62361894,0
1165000000,7.242894895,0,26.24635229,0
1180000000,7.663071633,0,25.81906111,0
1195000000,7.480122508,0,26.16962419,0
1210000000,7.246805632,0,26.57076634,0
1225000000,6.664198374,0,27.34377022,0
1240000000,6.960243298,0,27.12223228,0
1255000000,6.688687301,0,27.52769103,0
1270000000,6.71333224,0,27.60434212,0
1285000000,5.147624482,0,29.12644561,0
1300000000,4.51863919,0,29.66836209,0
1315000000,4.944231867,0,29.47658487,0
1330000000,6.972811793,0,27.71643838,0
1345000000,7.105169882,0,27.65972306,0
1360000000,6.959800002,0,27.92508363,0
1375000000,7.344745683,0,27.56011919,0
1390000000,6.994147237,0,28.07517336,0
1405000000,7.213405939,0,27.90922693,0
1420000000,6.937872376,0,28.32508107,0
1435000000,6.802637049,0,28.56782996,0
1450000000,6.734404634,0,28.73280769,0
1465000000,6.060166102,0,29.50014418,0
1480000000,5.763010198,0,29.85558439,0
1495000000,6.606917464,0,29.13465563,0
1510000000,4.460133043,0,31.00690956,0
1525000000,3.428507059,0,31.68322756,0
1540000000,4.369788561,0,31.23527886,0
1555000000,5.847310508,0,30.211071,0
1570000000,6.691242906,0,29.47006352,0
1585000000,6.996455612,0,29.21280164,0
1600000000,7.367598474,0,28.8478381,0
1615000000,7.61379143,0,28.61074848,0
1630000000,7.264223451,0,29.1374923,0
1645000000,6.147584668,0,30.4246341,0
1660000000,6.272057083,0,30.38372499,0
1675000000,6.702869469,0,30.01985338,0
1690000000,6.318847946,0,30.49338555,0
1705000000,6.151541984,0,30.73204904,0
1720000000,6.369211499,0,30.59624716,0
1735000000,6.38575534,0,30.65512532,0
1750000000,6.442067067,0,30.67311498,0
1765000000,5.880780838,0,31.28162141,0
1780000000,5.039556538,0,32.03718807,0
1795000000,4.763764695,0,32.30642944,0
1810000000,5.628570213,0,31.718827,0
1825000000,5.70539499,0,31.72528685,0
1840000000,6.370999932,0,31.18024943,0
1855000000,6.593721965,0,31.02259914,0
1870000000,7.082652422,0,30.54866331,0
1885000000,6.249075699,0,31.51015945,0
1900000000,6.256074046,0,31.57220501,0
1915000000,6.592795731,0,31.30006977,0
1930000000,6.875347679,0,31.06108107,0
1945000000,6.488847676,0,31.54301194,0
1960000000,5.846532225,0,32.22227329,0
1975000000,6.226026463,0,31.93759095,0
1990000000,5.029093262,0,33.01352875,0
2005000000,5.296287116,0,32.8767416,0
2020000000,5.715143195,0,32.59869761,0
2035000000,6.053967057,0,32.36043763,0
2050000000,5.790878745,0,32.66115979,0
2065000000,4.93519331,0,33.40296156,0
2080000000,4.182262548,0,33.96171934,0
2095000000,2.317902408,0,34.93842198,0
2110000000,4.709051565,0,33.74828256,0
2125000000,3.866230021,0,34.33148314,0
2140000000,4.832904575,0,33.78535601,0
2155000000,4.49505629,0,34.07376899,0
2170000000,5.819019068,0,33.13061456,0
2185000000,6.83593871,0,32.182956,0
2200000000,5.824915383,0,33.24468558,0
2215000000,6.060062881,0,33.09096224,0
2230000000,6.36715402,0,32.85382839,0
2245000000,6.81028474,0,32.44667788,0
2260000000,7.232805671,0,32.01430125,0
2275000000,6.502647003,0,32.89006875,0
2290000000,6.648649838,0,32.79433669,0
2305000000,6.806285696,0,32.68018527,0
2320000000,5.612108016,0,33.88884251,0
2335000000,6.225384463,0,33.39260655,0
2350000000,6.688910303,0,32.9759342,0
2365000000,5.891390479,0,33.8138763,0
2380000000,5.84437526,0,33.91059911,0
2395000000,5.09416187,0,34.57452087,0
2410000000,5.909534603,0,33.96133883,0
2425000000,5.034182546,0,34.72696926,0
2440000000,3.867755487,0,35.53124529,0
2455000000,4.05565473,0,35.4767466,0
2470000000,2.478161338,0,36.30457936,0
2485000000,6.130490049,0,34.02402394,0
2500000000,5.046838278,0,34.98223305,0
2515000000,4.032566074,0,35.69996689,0
2530000000,5.169381292,0,34.99436257,0
2545000000,5.114775714,0,35.086791,0
2560000000,6.22147675,0,34.19543937,0
2575000000,4.657844198,0,35.51284345,0
2590000000,6.600283876,0,33.9148146,0
2605000000,7.059214919,0,33.45547865,0
2620000000,5.953419917,0,34.64742478,0
2635000000,4.440303404,0,35.85570492,0
2650000000,5.062180624,0,35.47703786,0
2665000000,5.932799197,0,34.81399975,0
2680000000,7.365517946,0,33.33074675,0
2695000000,5.741933512,0,35.07977559,0
2710000000,5.639479218,0,35.21544946,0
2725000000,6.148643004,0,34.80764238,0
2740000000,4.607208239,0,36.08618898,0
2755000000,7.012158296,0,33.99650908,0
2770000000,4.392829827,0,36.31991014,0
2785000000,6.523493914,0,34.62543847,0
2800000000,2.90805176,0,37.20969769,0
2815000000,6.586207735,0,34.65317921,0
2830000000,-1.18598922,0,40.01675749,0
2845000000,6.495578194,0,34.83935513,0
2860000000,4.098388519,0,36.77787847,0
2875000000,3.192255032,0,41.4783305,0
2890000000,4.267302739,0,36.76661005,0
2905000000,3.522765134,0,41.73340976,0
2920000000,5.245469387,0,36.18149522,0
2935000000,3.422038874,0,37.37327017,0
2950000000,2.242964835,0,37.94035361,0
2965000000,6.23820035,0,35.45497074,0
2980000000,6.714812816,0,35.01099323,0
2995000000,-9.207046364,0,39.86796807,0
3010000000,7.825822645,0,33.72979984,0
3025000000,0.4688158,0,38.72051684,0
3040000000,7.057503434,0,34.79879759,0
3055000000,6.636470943,0,35.31079567,0
3070000000,6.728099467,0,35.25505486,0
3085000000,7.620798517,0,34.22307988,0
3100000000,7.607634764,0,45.81175821,0
3115000000,7.033891146,0,35.03802441,0
3130000000,4.777038783,0,37.12685943,0
3145000000,5.538828168,0,36.59241473,0
3160000000,6.594042244,0,35.6491259,0
3175000000,-0.579086077,0,41.13004252,0
3190000000,7.052531139,0,35.22295089,0
3205000000,2.737328575,0,38.45839951,0
3220000000,6.116221743,0,36.28806976,0
3235000000,7.020652835,0,35.38172269,0
3250000000,3.998671727,0,37.94654892,0
3265000000,2.848589013,0,38.57076493,0
3280000000,3.112336663,0,38.48993088,0
3295000000,5.469667381,0,37.05366953,0
3310000000,2.927106613,0,38.65450721,0
3325000000,3.553700824,0,38.38925805,0
3340000000,6.514328873,0,45.17652723,0
3355000000,0.203760318,0,39.6858149,0
3370000000,7.736051664,0,34.83507691,0
3385000000,1.620054541,0,39.35904361,0
3400000000,7.294250451,0,35.48636534,0
3415000000,1.814802104,0,39.36908542,0
3430000000,6.32157247,0,36.63884525,0
3445000000,7.340901504,0,35.54265042,0
3460000000,7.815345687,0,34.95459716,0
3475000000,8.436305232,0,34.06270984,0
3490000000,4.1379987,0,38.48352434,0
3505000000,8.758227602,0,33.60059833,0
3520000000,-3.330442514,0,41.61532122,0
3535000000,7.325899948,0,35.78534783,0
3550000000,3.583001236,0,38.94264859,0
3565000000,7.405685759,0,35.75858268,0
3580000000,-1.727890691,0,40.6259055,0
3595000000,5.62712135,0,37.68045246,0
3610000000,7.754893914,0,35.40680651,0
3625000000,5.651749892,0,37.73185703,0
3640000000,8.61359731,0,34.17495119,0
3655000000,5.4203964,0,37.99405652,0
3670000000,9.86502802,0,31.81932605,0
3685000000,8.804964163,0,33.95429829,0
3700000000,8.730601564,0,34.11851288,0
3715000000,8.241554914,0,34.94872086,0
3730000000,8.689406212,0,34.25913504,0
3745000000,7.867399925,0,35.5691975,0
3760000000,7.458743987,0,36.1535106,0
3775000000,5.818988924,0,37.93978551,0
3790000000,9.363279763,0,33.1564791,0
3805000000,-23.60072269,0,41.82272879,0
3820000000,7.044564704,0,36.79770131,0
3835000000,4.491745103,0,39.08227642,0
3850000000,3.916920239,0,44.39350578,0
3865000000,6.911300491,0,37.05244096,0
3880000000,9.212880904,0,33.65429058,0
3895000000,8.146899104,0,35.50350545,0
3910000000,8.970920836,0,34.17326117,0
3925000000,8.977323839,0,34.19487767,0
3940000000,9.45265664,0,33.31404456,0
3955000000,8.399696566,0,35.2451034,0
3970000000,9.186819454,0,33.90337763,0
3985000000,3.33893394,0,40.0713517,0
4000000000,5.842781458,0,38.42166911,0
,,,,
